시간대,예측지지율
2025-05-26 18:00:00,50.701111984252925
2025-05-26 19:00:00,50.706704139709466
2025-05-26 20:00:00,50.81357154846191
2025-05-26 21:00:00,50.84473667144775
2025-05-26 22:00:00,50.81181411743164
2025-05-26 23:00:00,50.90517768859863
2025-05-27 00:00:00,50.80538997650146
2025-05-27 01:00:00,50.94977149963378
2025-05-27 02:00:00,50.873248672485346
2025-05-27 03:00:00,51.21991825103759
2025-05-27 04:00:00,50.912826156616205
2025-05-27 05:00:00,51.08319053649902
2025-05-27 06:00:00,51.23120765686035
2025-05-27 07:00:00,51.17947597503662
2025-05-27 08:00:00,51.30388851165771
2025-05-27 09:00:00,51.23453102111816
2025-05-27 10:00:00,51.291514778137206
2025-05-27 11:00:00,51.315010070800774
2025-05-27 12:00:00,51.33279590606689
2025-05-27 13:00:00,51.33025093078613
2025-05-27 14:00:00,51.54751529693603
2025-05-27 15:00:00,51.33092460632324
2025-05-27 16:00:00,51.434269142150875
2025-05-27 17:00:00,51.500159072875974
2025-05-27 18:00:00,51.62685642242431
2025-05-27 19:00:00,51.61723136901855
2025-05-27 20:00:00,51.786133956909175
2025-05-27 21:00:00,51.60673732757568
2025-05-27 22:00:00,51.62832832336425
2025-05-27 23:00:00,51.941046905517574
2025-05-28 00:00:00,51.70568733215332
2025-05-28 01:00:00,51.557367897033686
2025-05-28 02:00:00,51.72344360351562
2025-05-28 03:00:00,51.51807613372802
2025-05-28 04:00:00,51.65428161621093
2025-05-28 05:00:00,51.621612739562984
2025-05-28 06:00:00,51.77810287475585
2025-05-28 07:00:00,51.688368988037105
2025-05-28 08:00:00,51.6758882522583
2025-05-28 09:00:00,51.77663688659668
2025-05-28 10:00:00,51.59618186950683
2025-05-28 11:00:00,51.557859611511226
2025-05-28 12:00:00,51.46983127593994
2025-05-28 13:00:00,51.564022827148435
2025-05-28 14:00:00,51.618415641784665
2025-05-28 15:00:00,51.5684190750122
2025-05-28 16:00:00,51.50482692718505
2025-05-28 17:00:00,51.53725967407226
2025-05-28 18:00:00,51.664765167236325
2025-05-28 19:00:00,51.89242134094238
2025-05-28 20:00:00,51.43342189788818
2025-05-28 21:00:00,51.765907669067374
2025-05-28 22:00:00,51.62864265441894
2025-05-28 23:00:00,51.52037391662597
2025-05-29 00:00:00,51.57601871490478
2025-05-29 01:00:00,51.69300441741943
2025-05-29 02:00:00,51.112798309326166
2025-05-29 03:00:00,51.202270889282225
2025-05-29 04:00:00,50.989406967163085
2025-05-29 05:00:00,51.07974758148193
2025-05-29 06:00:00,50.59606399536133
2025-05-29 07:00:00,50.73973274230956
2025-05-29 08:00:00,50.55202522277832
2025-05-29 09:00:00,50.547678756713864
2025-05-29 10:00:00,50.728892135620114
2025-05-29 11:00:00,50.86113739013671
2025-05-29 12:00:00,50.60033073425293
2025-05-29 13:00:00,50.04109516143799
2025-05-29 14:00:00,49.480840015411374
2025-05-29 15:00:00,49.35253620147705
2025-05-29 16:00:00,49.30632238388061
2025-05-29 17:00:00,49.259133863449094
2025-05-29 18:00:00,49.20996246337891
2025-05-29 19:00:00,49.53551349639892
2025-05-29 20:00:00,49.426136112213136
2025-05-29 21:00:00,49.314743995666504
2025-05-29 22:00:00,49.31604175567627
2025-05-29 23:00:00,49.292094659805294
2025-05-30 00:00:00,49.430411148071286
2025-05-30 01:00:00,49.1209813117981
2025-05-30 02:00:00,48.90605280399323
2025-05-30 03:00:00,48.71552329063415
2025-05-30 04:00:00,48.997387003898616
2025-05-30 05:00:00,48.86045026779175
2025-05-30 06:00:00,48.90007753372192
2025-05-30 07:00:00,48.89742658138275
2025-05-30 08:00:00,48.853886699676515
2025-05-30 09:00:00,48.89789831638336
2025-05-30 10:00:00,48.91549637317657
2025-05-30 11:00:00,48.8067672252655
2025-05-30 12:00:00,48.81643612384796
2025-05-30 13:00:00,48.873227620124815
2025-05-30 14:00:00,48.74380266666412
2025-05-30 15:00:00,48.85258901119232
2025-05-30 16:00:00,48.69594740867615
2025-05-30 17:00:00,48.901721239089966
2025-05-30 18:00:00,48.73429496288299
2025-05-30 19:00:00,48.77263886928558
2025-05-30 20:00:00,48.69560054540634
2025-05-30 21:00:00,48.64668108224868
2025-05-30 22:00:00,48.685173547267915
2025-05-30 23:00:00,48.64239835739136
2025-05-31 00:00:00,48.640438032150264
2025-05-31 01:00:00,48.677786111831665
2025-05-31 02:00:00,48.66042212247849
2025-05-31 03:00:00,48.76320412158966
2025-05-31 04:00:00,48.69913189411163
2025-05-31 05:00:00,48.67010645866394
2025-05-31 06:00:00,48.57904750108719
2025-05-31 07:00:00,48.664880990982056
2025-05-31 08:00:00,48.6899276971817
2025-05-31 09:00:00,48.6771055996418
2025-05-31 10:00:00,48.660951513051984
2025-05-31 11:00:00,48.55596715807915
2025-05-31 12:00:00,48.58813800215721
2025-05-31 13:00:00,48.62089211940765
2025-05-31 14:00:00,48.681029284000395
2025-05-31 15:00:00,48.610205900669094
2025-05-31 16:00:00,48.70886731147766
2025-05-31 17:00:00,48.617367231845854
2025-05-31 18:00:00,48.646937197446825
2025-05-31 19:00:00,48.54754692316055
2025-05-31 20:00:00,48.648612916469574
2025-05-31 21:00:00,48.59215439558029
2025-05-31 22:00:00,48.55261044502258
2025-05-31 23:00:00,48.56535845696926
2025-06-01 00:00:00,48.58951554298401
2025-06-01 01:00:00,48.66625347137451
2025-06-01 02:00:00,48.66091428995132
2025-06-01 03:00:00,48.73290088176727
2025-06-01 04:00:00,48.58490526676178
2025-06-01 05:00:00,48.66462525129318
